"STATISTIC","Statistic","TLIST(A1)","CensusYear","C02199V02655","Sex","C02076V03371","Age Last Birthday","C02786V03355","At Each Year of Age","UNIT","VALUE"
"EY007","Population 2011 to 2016","2016","2016","1","Male","068","68 years","22","Population","Number","20651"
"EY007","Population 2011 to 2016","2016","2016","1","Male","068","68 years","23","Population at or under this age","Number","2142797"
"EY007","Population 2011 to 2016","2016","2016","1","Male","068","68 years","24","Population at or over this age","Number","232282"
"EY007","Population 2011 to 2016","2016","2016","1","Male","069","69 years","22","Population","Number","19755"
"EY007","Population 2011 to 2016","2016","2016","1","Male","069","69 years","23","Population at or under this age","Number","2162552"
"EY007","Population 2011 to 2016","2016","2016","1","Male","069","69 years","24","Population at or over this age","Number","211631"
"EY007","Population 2011 to 2016","2016","2016","1","Male","070","70 years","22","Population","Number","18689"
"EY007","Population 2011 to 2016","2016","2016","1","Male","070","70 years","23","Population at or under this age","Number","2181241"
"EY007","Population 2011 to 2016","2016","2016","1","Male","070","70 years","24","Population at or over this age","Number","191876"
"EY007","Population 2011 to 2016","2016","2016","1","Male","071","71 years","22","Population","Number","16991"
"EY007","Population 2011 to 2016","2016","2016","1","Male","071","71 years","23","Population at or under this age","Number","2198232"
"EY007","Population 2011 to 2016","2016","2016","1","Male","071","71 years","24","Population at or over this age","Number","173187"
"EY007","Population 2011 to 2016","2016","2016","1","Male","072","72 years","22","Population","Number","15919"
"EY007","Population 2011 to 2016","2016","2016","1","Male","072","72 years","23","Population at or under this age","Number","2214151"
"EY007","Population 2011 to 2016","2016","2016","1","Male","072","72 years","24","Population at or over this age","Number","156196"
"EY007","Population 2011 to 2016","2016","2016","1","Male","073","73 years","22","Population","Number","14611"
"EY007","Population 2011 to 2016","2016","2016","1","Male","073","73 years","23","Population at or under this age","Number","2228762"
"EY007","Population 2011 to 2016","2016","2016","1","Male","073","73 years","24","Population at or over this age","Number","140277"
"EY007","Population 2011 to 2016","2016","2016","1","Male","074","74 years","22","Population","Number","13291"
"EY007","Population 2011 to 2016","2016","2016","1","Male","074","74 years","23","Population at or under this age","Number","2242053"
"EY007","Population 2011 to 2016","2016","2016","1","Male","074","74 years","24","Population at or over this age","Number","125666"
"EY007","Population 2011 to 2016","2016","2016","1","Male","075","75 years","22","Population","Number","12142"
"EY007","Population 2011 to 2016","2016","2016","1","Male","075","75 years","23","Population at or under this age","Number","2254195"
"EY007","Population 2011 to 2016","2016","2016","1","Male","075","75 years","24","Population at or over this age","Number","112375"
"EY007","Population 2011 to 2016","2016","2016","1","Male","076","76 years","22","Population","Number","11755"
"EY007","Population 2011 to 2016","2016","2016","1","Male","076","76 years","23","Population at or under this age","Number","2265950"
"EY007","Population 2011 to 2016","2016","2016","1","Male","076","76 years","24","Population at or over this age","Number","100233"
"EY007","Population 2011 to 2016","2016","2016","1","Male","077","77 years","22","Population","Number","10901"
"EY007","Population 2011 to 2016","2016","2016","1","Male","077","77 years","23","Population at or under this age","Number","2276851"
"EY007","Population 2011 to 2016","2016","2016","1","Male","077","77 years","24","Population at or over this age","Number","88478"
"EY007","Population 2011 to 2016","2016","2016","1","Male","078","78 years","22","Population","Number","9955"
"EY007","Population 2011 to 2016","2016","2016","1","Male","078","78 years","23","Population at or under this age","Number","2286806"
"EY007","Population 2011 to 2016","2016","2016","1","Male","078","78 years","24","Population at or over this age","Number","77577"
"EY007","Population 2011 to 2016","2016","2016","1","Male","079","79 years","22","Population","Number","9364"
"EY007","Population 2011 to 2016","2016","2016","1","Male","079","79 years","23","Population at or under this age","Number","2296170"
"EY007","Population 2011 to 2016","2016","2016","1","Male","079","79 years","24","Population at or over this age","Number","67622"
"EY007","Population 2011 to 2016","2016","2016","1","Male","080","80 years","22","Population","Number","8679"
"EY007","Population 2011 to 2016","2016","2016","1","Male","080","80 years","23","Population at or under this age","Number","2304849"
"EY007","Population 2011 to 2016","2016","2016","1","Male","080","80 years","24","Population at or over this age","Number","58258"
"EY007","Population 2011 to 2016","2016","2016","1","Male","081","81 years","22","Population","Number","7846"
"EY007","Population 2011 to 2016","2016","2016","1","Male","081","81 years","23","Population at or under this age","Number","2312695"
"EY007","Population 2011 to 2016","2016","2016","1","Male","081","81 years","24","Population at or over this age","Number","49579"
"EY007","Population 2011 to 2016","2016","2016","1","Male","082","82 years","22","Population","Number","7067"
"EY007","Population 2011 to 2016","2016","2016","1","Male","082","82 years","23","Population at or under this age","Number","2319762"
"EY007","Population 2011 to 2016","2016","2016","1","Male","082","82 years","24","Population at or over this age","Number","41733"
"EY007","Population 2011 to 2016","2016","2016","1","Male","083","83 years","22","Population","Number","6202"
"EY007","Population 2011 to 2016","2016","2016","1","Male","083","83 years","23","Population at or under this age","Number","2325964"
"EY007","Population 2011 to 2016","2016","2016","1","Male","083","83 years","24","Population at or over this age","Number","34666"
"EY007","Population 2011 to 2016","2016","2016","1","Male","084","84 years","22","Population","Number","5402"
"EY007","Population 2011 to 2016","2016","2016","1","Male","084","84 years","23","Population at or under this age","Number","2331366"
"EY007","Population 2011 to 2016","2016","2016","1","Male","084","84 years","24","Population at or over this age","Number","28464"
"EY007","Population 2011 to 2016","2016","2016","1","Male","085","85 years","22","Population","Number","4849"
"EY007","Population 2011 to 2016","2016","2016","1","Male","085","85 years","23","Population at or under this age","Number","2336215"
"EY007","Population 2011 to 2016","2016","2016","1","Male","085","85 years","24","Population at or over this age","Number","23062"
"EY007","Population 2011 to 2016","2016","2016","1","Male","086","86 years","22","Population","Number","3968"
"EY007","Population 2011 to 2016","2016","2016","1","Male","086","86 years","23","Population at or under this age","Number","2340183"
"EY007","Population 2011 to 2016","2016","2016","1","Male","086","86 years","24","Population at or over this age","Number","18213"
"EY007","Population 2011 to 2016","2016","2016","1","Male","087","87 years","22","Population","Number","3180"
"EY007","Population 2011 to 2016","2016","2016","1","Male","087","87 years","23","Population at or under this age","Number","2343363"
"EY007","Population 2011 to 2016","2016","2016","1","Male","087","87 years","24","Population at or over this age","Number","14245"
"EY007","Population 2011 to 2016","2016","2016","1","Male","088","88 years","22","Population","Number","2562"
"EY007","Population 2011 to 2016","2016","2016","1","Male","088","88 years","23","Population at or under this age","Number","2345925"
"EY007","Population 2011 to 2016","2016","2016","1","Male","088","88 years","24","Population at or over this age","Number","11065"
"EY007","Population 2011 to 2016","2016","2016","1","Male","089","89 years","22","Population","Number","2117"
"EY007","Population 2011 to 2016","2016","2016","1","Male","089","89 years","23","Population at or under this age","Number","2348042"
"EY007","Population 2011 to 2016","2016","2016","1","Male","089","89 years","24","Population at or over this age","Number","8503"
"EY007","Population 2011 to 2016","2016","2016","1","Male","090","90 years","22","Population","Number","1673"
"EY007","Population 2011 to 2016","2016","2016","1","Male","090","90 years","23","Population at or under this age","Number","2349715"
"EY007","Population 2011 to 2016","2016","2016","1","Male","090","90 years","24","Population at or over this age","Number","6386"
"EY007","Population 2011 to 2016","2016","2016","1","Male","091","91 years","22","Population","Number","1324"
"EY007","Population 2011 to 2016","2016","2016","1","Male","091","91 years","23","Population at or under this age","Number","2351039"
"EY007","Population 2011 to 2016","2016","2016","1","Male","091","91 years","24","Population at or over this age","Number","4713"
"EY007","Population 2011 to 2016","2016","2016","1","Male","092","92 years","22","Population","Number","966"
"EY007","Population 2011 to 2016","2016","2016","1","Male","092","92 years","23","Population at or under this age","Number","2352005"
"EY007","Population 2011 to 2016","2016","2016","1","Male","092","92 years","24","Population at or over this age","Number","3389"
"EY007","Population 2011 to 2016","2016","2016","1","Male","093","93 years","22","Population","Number","747"
"EY007","Population 2011 to 2016","2016","2016","1","Male","093","93 years","23","Population at or under this age","Number","2352752"
"EY007","Population 2011 to 2016","2016","2016","1","Male","093","93 years","24","Population at or over this age","Number","2423"
"EY007","Population 2011 to 2016","2016","2016","1","Male","094","94 years","22","Population","Number","524"
"EY007","Population 2011 to 2016","2016","2016","1","Male","094","94 years","23","Population at or under this age","Number","2353276"
"EY007","Population 2011 to 2016","2016","2016","1","Male","094","94 years","24","Population at or over this age","Number","1676"
"EY007","Population 2011 to 2016","2016","2016","1","Male","095","95 years","22","Population","Number","388"
"EY007","Population 2011 to 2016","2016","2016","1","Male","095","95 years","23","Population at or under this age","Number","2353664"
"EY007","Population 2011 to 2016","2016","2016","1","Male","095","95 years","24","Population at or over this age","Number","1152"
"EY007","Population 2011 to 2016","2016","2016","1","Male","096","96 years","22","Population","Number","321"
"EY007","Population 2011 to 2016","2016","2016","1","Male","096","96 years","23","Population at or under this age","Number","2353985"
"EY007","Population 2011 to 2016","2016","2016","1","Male","096","96 years","24","Population at or over this age","Number","764"
"EY007","Population 2011 to 2016","2016","2016","1","Male","097","97 years","22","Population","Number","192"
"EY007","Population 2011 to 2016","2016","2016","1","Male","097","97 years","23","Population at or under this age","Number","2354177"
"EY007","Population 2011 to 2016","2016","2016","1","Male","097","97 years","24","Population at or over this age","Number","443"
"EY007","Population 2011 to 2016","2016","2016","1","Male","098","98 years","22","Population","Number","93"
"EY007","Population 2011 to 2016","2016","2016","1","Male","098","98 years","23","Population at or under this age","Number","2354270"
"EY007","Population 2011 to 2016","2016","2016","1","Male","098","98 years","24","Population at or over this age","Number","251"
"EY007","Population 2011 to 2016","2016","2016","1","Male","099","99 years","22","Population","Number","74"
"EY007","Population 2011 to 2016","2016","2016","1","Male","099","99 years","23","Population at or under this age","Number","2354344"
"EY007","Population 2011 to 2016","2016","2016","1","Male","099","99 years","24","Population at or over this age","Number","158"
"EY007","Population 2011 to 2016","2016","2016","1","Male","650","100 years and over","22","Population","Number","84"
"EY007","Population 2011 to 2016","2016","2016","1","Male","650","100 years and over","23","Population at or under this age","Number","2354428"
"EY007","Population 2011 to 2016","2016","2016","1","Male","650","100 years and over","24","Population at or over this age","Number","84"
"EY007","Population 2011 to 2016","2016","2016","2","Female","-","All ages","22","Population","Number","2407437"
"EY007","Population 2011 to 2016","2016","2016","2","Female","-","All ages","23","Population at or under this age","Number","2407437"
"EY007","Population 2011 to 2016","2016","2016","2","Female","-","All ages","24","Population at or over this age","Number","2407437"
"EY007","Population 2011 to 2016","2016","2016","2","Female","200","Under 1 year","22","Population","Number","30381"
"EY007","Population 2011 to 2016","2016","2016","2","Female","200","Under 1 year","23","Population at or under this age","Number","30381"
"EY007","Population 2011 to 2016","2016","2016","2","Female","200","Under 1 year","24","Population at or over this age","Number","2407437"
"EY007","Population 2011 to 2016","2016","2016","2","Female","001","1 year","22","Population","Number","31205"
"EY007","Population 2011 to 2016","2016","2016","2","Female","001","1 year","23","Population at or under this age","Number","61586"
"EY007","Population 2011 to 2016","2016","2016","2","Female","001","1 year","24","Population at or over this age","Number","2377056"
"EY007","Population 2011 to 2016","2016","2016","2","Female","002","2 years","22","Population","Number","32287"
"EY007","Population 2011 to 2016","2016","2016","2","Female","002","2 years","23","Population at or under this age","Number","93873"
"EY007","Population 2011 to 2016","2016","2016","2","Female","002","2 years","24","Population at or over this age","Number","2345851"
"EY007","Population 2011 to 2016","2016","2016","2","Female","003","3 years","22","Population","Number","33291"
"EY007","Population 2011 to 2016","2016","2016","2","Female","003","3 years","23","Population at or under this age","Number","127164"
"EY007","Population 2011 to 2016","2016","2016","2","Female","003","3 years","24","Population at or over this age","Number","2313564"
"EY007","Population 2011 to 2016","2016","2016","2","Female","004","4 years","22","Population","Number","34620"
"EY007","Population 2011 to 2016","2016","2016","2","Female","004","4 years","23","Population at or under this age","Number","161784"
"EY007","Population 2011 to 2016","2016","2016","2","Female","004","4 years","24","Population at or over this age","Number","2280273"
"EY007","Population 2011 to 2016","2016","2016","2","Female","005","5 years","22","Population","Number","35573"
"EY007","Population 2011 to 2016","2016","2016","2","Female","005","5 years","23","Population at or under this age","Number","197357"
"EY007","Population 2011 to 2016","2016","2016","2","Female","005","5 years","24","Population at or over this age","Number","2245653"
"EY007","Population 2011 to 2016","2016","2016","2","Female","006","6 years","22","Population","Number","35484"
"EY007","Population 2011 to 2016","2016","2016","2","Female","006","6 years","23","Population at or under this age","Number","232841"
"EY007","Population 2011 to 2016","2016","2016","2","Female","006","6 years","24","Population at or over this age","Number","2210080"
"EY007","Population 2011 to 2016","2016","2016","2","Female","007","7 years","22","Population","Number","35313"
"EY007","Population 2011 to 2016","2016","2016","2","Female","007","7 years","23","Population at or under this age","Number","268154"
"EY007","Population 2011 to 2016","2016","2016","2","Female","007","7 years","24","Population at or over this age","Number","2174596"
"EY007","Population 2011 to 2016","2016","2016","2","Female","008","8 years","22","Population","Number","35080"
"EY007","Population 2011 to 2016","2016","2016","2","Female","008","8 years","23","Population at or under this age","Number","303234"
"EY007","Population 2011 to 2016","2016","2016","2","Female","008","8 years","24","Population at or over this age","Number","2139283"
"EY007","Population 2011 to 2016","2016","2016","2","Female","009","9 years","22","Population","Number","32641"
"EY007","Population 2011 to 2016","2016","2016","2","Female","009","9 years","23","Population at or under this age","Number","335875"
"EY007","Population 2011 to 2016","2016","2016","2","Female","009","9 years","24","Population at or over this age","Number","2104203"
"EY007","Population 2011 to 2016","2016","2016","2","Female","010","10 years","22","Population","Number","31626"
"EY007","Population 2011 to 2016","2016","2016","2","Female","010","10 years","23","Population at or under this age","Number","367501"
"EY007","Population 2011 to 2016","2016","2016","2","Female","010","10 years","24","Population at or over this age","Number","2071562"
"EY007","Population 2011 to 2016","2016","2016","2","Female","011","11 years","22","Population","Number","30998"
"EY007","Population 2011 to 2016","2016","2016","2","Female","011","11 years","23","Population at or under this age","Number","398499"
"EY007","Population 2011 to 2016","2016","2016","2","Female","011","11 years","24","Population at or over this age","Number","2039936"
"EY007","Population 2011 to 2016","2016","2016","2","Female","012","12 years","22","Population","Number","31429"
"EY007","Population 2011 to 2016","2016","2016","2","Female","012","12 years","23","Population at or under this age","Number","429928"
"EY007","Population 2011 to 2016","2016","2016","2","Female","012","12 years","24","Population at or over this age","Number","2008938"
"EY007","Population 2011 to 2016","2016","2016","2","Female","013","13 years","22","Population","Number","31214"
"EY007","Population 2011 to 2016","2016","2016","2","Female","013","13 years","23","Population at or under this age","Number","461142"
"EY007","Population 2011 to 2016","2016","2016","2","Female","013","13 years","24","Population at or over this age","Number","1977509"
"EY007","Population 2011 to 2016","2016","2016","2","Female","014","14 years","22","Population","Number","30831"
"EY007","Population 2011 to 2016","2016","2016","2","Female","014","14 years","23","Population at or under this age","Number","491973"
"EY007","Population 2011 to 2016","2016","2016","2","Female","014","14 years","24","Population at or over this age","Number","1946295"
"EY007","Population 2011 to 2016","2016","2016","2","Female","015","15 years","22","Population","Number","30160"
"EY007","Population 2011 to 2016","2016","2016","2","Female","015","15 years","23","Population at or under this age","Number","522133"
"EY007","Population 2011 to 2016","2016","2016","2","Female","015","15 years","24","Population at or over this age","Number","1915464"
"EY007","Population 2011 to 2016","2016","2016","2","Female","016","16 years","22","Population","Number","29806"
"EY007","Population 2011 to 2016","2016","2016","2","Female","016","16 years","23","Population at or under this age","Number","551939"
"EY007","Population 2011 to 2016","2016","2016","2","Female","016","16 years","24","Population at or over this age","Number","1885304"
"EY007","Population 2011 to 2016","2016","2016","2","Female","017","17 years","22","Population","Number","29778"
"EY007","Population 2011 to 2016","2016","2016","2","Female","017","17 years","23","Population at or under this age","Number","581717"
"EY007","Population 2011 to 2016","2016","2016","2","Female","017","17 years","24","Population at or over this age","Number","1855498"
"EY007","Population 2011 to 2016","2016","2016","2","Female","018","18 years","22","Population","Number","29911"
"EY007","Population 2011 to 2016","2016","2016","2","Female","018","18 years","23","Population at or under this age","Number","611628"
"EY007","Population 2011 to 2016","2016","2016","2","Female","018","18 years","24","Population at or over this age","Number","1825720"
"EY007","Population 2011 to 2016","2016","2016","2","Female","019","19 years","22","Population","Number","28253"
"EY007","Population 2011 to 2016","2016","2016","2","Female","019","19 years","23","Population at or under this age","Number","639881"
"EY007","Population 2011 to 2016","2016","2016","2","Female","019","19 years","24","Population at or over this age","Number","1795809"
"EY007","Population 2011 to 2016","2016","2016","2","Female","020","20 years","22","Population","Number","27829"
"EY007","Population 2011 to 2016","2016","2016","2","Female","020","20 years","23","Population at or under this age","Number","667710"
"EY007","Population 2011 to 2016","2016","2016","2","Female","020","20 years","24","Population at or over this age","Number","1767556"
"EY007","Population 2011 to 2016","2016","2016","2","Female","021","21 years","22","Population","Number","26990"
"EY007","Population 2011 to 2016","2016","2016","2","Female","021","21 years","23","Population at or under this age","Number","694700"
"EY007","Population 2011 to 2016","2016","2016","2","Female","021","21 years","24","Population at or over this age","Number","1739727"
"EY007","Population 2011 to 2016","2016","2016","2","Female","022","22 years","22","Population","Number","27026"
"EY007","Population 2011 to 2016","2016","2016","2","Female","022","22 years","23","Population at or under this age","Number","721726"
"EY007","Population 2011 to 2016","2016","2016","2","Female","022","22 years","24","Population at or over this age","Number","1712737"
"EY007","Population 2011 to 2016","2016","2016","2","Female","023","23 years","22","Population","Number","26663"
"EY007","Population 2011 to 2016","2016","2016","2","Female","023","23 years","23","Population at or under this age","Number","748389"
"EY007","Population 2011 to 2016","2016","2016","2","Female","023","23 years","24","Population at or over this age","Number","1685711"
"EY007","Population 2011 to 2016","2016","2016","2","Female","024","24 years","22","Population","Number","27544"
"EY007","Population 2011 to 2016","2016","2016","2","Female","024","24 years","23","Population at or under this age","Number","775933"
"EY007","Population 2011 to 2016","2016","2016","2","Female","024","24 years","24","Population at or over this age","Number","1659048"
"EY007","Population 2011 to 2016","2016","2016","2","Female","025","25 years","22","Population","Number","28484"
"EY007","Population 2011 to 2016","2016","2016","2","Female","025","25 years","23","Population at or under this age","Number","804417"
"EY007","Population 2011 to 2016","2016","2016","2","Female","025","25 years","24","Population at or over this age","Number","1631504"
"EY007","Population 2011 to 2016","2016","2016","2","Female","026","26 years","22","Population","Number","28574"
"EY007","Population 2011 to 2016","2016","2016","2","Female","026","26 years","23","Population at or under this age","Number","832991"
"EY007","Population 2011 to 2016","2016","2016","2","Female","026","26 years","24","Population at or over this age","Number","1603020"
"EY007","Population 2011 to 2016","2016","2016","2","Female","027","27 years","22","Population","Number","31413"
"EY007","Population 2011 to 2016","2016","2016","2","Female","027","27 years","23","Population at or under this age","Number","864404"
"EY007","Population 2011 to 2016","2016","2016","2","Female","027","27 years","24","Population at or over this age","Number","1574446"
"EY007","Population 2011 to 2016","2016","2016","2","Female","028","28 years","22","Population","Number","31004"
"EY007","Population 2011 to 2016","2016","2016","2","Female","028","28 years","23","Population at or under this age","Number","895408"
"EY007","Population 2011 to 2016","2016","2016","2","Female","028","28 years","24","Population at or over this age","Number","1543033"
"EY007","Population 2011 to 2016","2016","2016","2","Female","029","29 years","22","Population","Number","32738"
"EY007","Population 2011 to 2016","2016","2016","2","Female","029","29 years","23","Population at or under this age","Number","928146"
"EY007","Population 2011 to 2016","2016","2016","2","Female","029","29 years","24","Population at or over this age","Number","1512029"
"EY007","Population 2011 to 2016","2016","2016","2","Female","030","30 years","22","Population","Number","35595"
"EY007","Population 2011 to 2016","2016","2016","2","Female","030","30 years","23","Population at or under this age","Number","963741"
"EY007","Population 2011 to 2016","2016","2016","2","Female","030","30 years","24","Population at or over this age","Number","1479291"
"EY007","Population 2011 to 2016","2016","2016","2","Female","031","31 years","22","Population","Number","35533"
"EY007","Population 2011 to 2016","2016","2016","2","Female","031","31 years","23","Population at or under this age","Number","999274"
"EY007","Population 2011 to 2016","2016","2016","2","Female","031","31 years","24","Population at or over this age","Number","1443696"
"EY007","Population 2011 to 2016","2016","2016","2","Female","032","32 years","22","Population","Number","37562"
"EY007","Population 2011 to 2016","2016","2016","2","Female","032","32 years","23","Population at or under this age","Number","1036836"
"EY007","Population 2011 to 2016","2016","2016","2","Female","032","32 years","24","Population at or over this age","Number","1408163"
"EY007","Population 2011 to 2016","2016","2016","2","Female","033","33 years","22","Population","Number","39714"
"EY007","Population 2011 to 2016","2016","2016","2","Female","033","33 years","23","Population at or under this age","Number","1076550"
"EY007","Population 2011 to 2016","2016","2016","2","Female","033","33 years","24","Population at or over this age","Number","1370601"
"EY007","Population 2011 to 2016","2016","2016","2","Female","034","34 years","22","Population","Number","40392"
"EY007","Population 2011 to 2016","2016","2016","2","Female","034","34 years","23","Population at or under this age","Number","1116942"
"EY007","Population 2011 to 2016","2016","2016","2","Female","034","34 years","24","Population at or over this age","Number","1330887"
"EY007","Population 2011 to 2016","2016","2016","2","Female","035","35 years","22","Population","Number","41705"
"EY007","Population 2011 to 2016","2016","2016","2","Female","035","35 years","23","Population at or under this age","Number","1158647"
"EY007","Population 2011 to 2016","2016","2016","2","Female","035","35 years","24","Population at or over this age","Number","1290495"
"EY007","Population 2011 to 2016","2016","2016","2","Female","036","36 years","22","Population","Number","42304"
"EY007","Population 2011 to 2016","2016","2016","2","Female","036","36 years","23","Population at or under this age","Number","1200951"
"EY007","Population 2011 to 2016","2016","2016","2","Female","036","36 years","24","Population at or over this age","Number","1248790"
"EY007","Population 2011 to 2016","2016","2016","2","Female","037","37 years","22","Population","Number","39690"
"EY007","Population 2011 to 2016","2016","2016","2","Female","037","37 years","23","Population at or under this age","Number","1240641"
"EY007","Population 2011 to 2016","2016","2016","2","Female","037","37 years","24","Population at or over this age","Number","1206486"
"EY007","Population 2011 to 2016","2016","2016","2","Female","038","38 years","22","Population","Number","37863"
"EY007","Population 2011 to 2016","2016","2016","2","Female","038","38 years","23","Population at or under this age","Number","1278504"
"EY007","Population 2011 to 2016","2016","2016","2","Female","038","38 years","24","Population at or over this age","Number","1166796"
"EY007","Population 2011 to 2016","2016","2016","2","Female","039","39 years","22","Population","Number","36814"
"EY007","Population 2011 to 2016","2016","2016","2","Female","039","39 years","23","Population at or under this age","Number","1315318"
"EY007","Population 2011 to 2016","2016","2016","2","Female","039","39 years","24","Population at or over this age","Number","1128933"
"EY007","Population 2011 to 2016","2016","2016","2","Female","040","40 years","22","Population","Number","36893"
"EY007","Population 2011 to 2016","2016","2016","2","Female","040","40 years","23","Population at or under this age","Number","1352211"
"EY007","Population 2011 to 2016","2016","2016","2","Female","040","40 years","24","Population at or over this age","Number","1092119"
"EY007","Population 2011 to 2016","2016","2016","2","Female","041","41 years","22","Population","Number","36300"
"EY007","Population 2011 to 2016","2016","2016","2","Female","041","41 years","23","Population at or under this age","Number","1388511"
"EY007","Population 2011 to 2016","2016","2016","2","Female","041","41 years","24","Population at or over this age","Number","1055226"
"EY007","Population 2011 to 2016","2016","2016","2","Female","042","42 years","22","Population","Number","35865"
"EY007","Population 2011 to 2016","2016","2016","2","Female","042","42 years","23","Population at or under this age","Number","1424376"
"EY007","Population 2011 to 2016","2016","2016","2","Female","042","42 years","24","Population at or over this age","Number","1018926"
"EY007","Population 2011 to 2016","2016","2016","2","Female","043","43 years","22","Population","Number","35838"
"EY007","Population 2011 to 2016","2016","2016","2","Female","043","43 years","23","Population at or under this age","Number","1460214"
"EY007","Population 2011 to 2016","2016","2016","2","Female","043","43 years","24","Population at or over this age","Number","983061"
"EY007","Population 2011 to 2016","2016","2016","2","Female","044","44 years","22","Population","Number","35082"
"EY007","Population 2011 to 2016","2016","2016","2","Female","044","44 years","23","Population at or under this age","Number","1495296"
"EY007","Population 2011 to 2016","2016","2016","2","Female","044","44 years","24","Population at or over this age","Number","947223"
"EY007","Population 2011 to 2016","2016","2016","2","Female","045","45 years","22","Population","Number","35214"
"EY007","Population 2011 to 2016","2016","2016","2","Female","045","45 years","23","Population at or under this age","Number","1530510"
"EY007","Population 2011 to 2016","2016","2016","2","Female","045","45 years","24","Population at or over this age","Number","912141"
"EY007","Population 2011 to 2016","2016","2016","2","Female","046","46 years","22","Population","Number","33683"
"EY007","Population 2011 to 2016","2016","2016","2","Female","046","46 years","23","Population at or under this age","Number","1564193"
"EY007","Population 2011 to 2016","2016","2016","2","Female","046","46 years","24","Population at or over this age","Number","876927"
"EY007","Population 2011 to 2016","2016","2016","2","Female","047","47 years","22","Population","Number","31708"
"EY007","Population 2011 to 2016","2016","2016","2","Female","047","47 years","23","Population at or under this age","Number","1595901"
"EY007","Population 2011 to 2016","2016","2016","2","Female","047","47 years","24","Population at or over this age","Number","843244"
"EY007","Population 2011 to 2016","2016","2016","2","Female","048","48 years","22","Population","Number","31631"
"EY007","Population 2011 to 2016","2016","2016","2","Female","048","48 years","23","Population at or under this age","Number","1627532"
"EY007","Population 2011 to 2016","2016","2016","2","Female","048","48 years","24","Population at or over this age","Number","811536"
"EY007","Population 2011 to 2016","2016","2016","2","Female","049","49 years","22","Population","Number","31050"
"EY007","Population 2011 to 2016","2016","2016","2","Female","049","49 years","23","Population at or under this age","Number","1658582"
"EY007","Population 2011 to 2016","2016","2016","2","Female","049","49 years","24","Population at or over this age","Number","779905"
"EY007","Population 2011 to 2016","2016","2016","2","Female","050","50 years","22","Population","Number","31223"
"EY007","Population 2011 to 2016","2016","2016","2","Female","050","50 years","23","Population at or under this age","Number","1689805"
"EY007","Population 2011 to 2016","2016","2016","2","Female","050","50 years","24","Population at or over this age","Number","748855"
"EY007","Population 2011 to 2016","2016","2016","2","Female","051","51 years","22","Population","Number","31352"
"EY007","Population 2011 to 2016","2016","2016","2","Female","051","51 years","23","Population at or under this age","Number","1721157"
"EY007","Population 2011 to 2016","2016","2016","2","Female","051","51 years","24","Population at or over this age","Number","717632"
"EY007","Population 2011 to 2016","2016","2016","2","Female","052","52 years","22","Population","Number","30580"
"EY007","Population 2011 to 2016","2016","2016","2","Female","052","52 years","23","Population at or under this age","Number","1751737"
"EY007","Population 2011 to 2016","2016","2016","2","Female","052","52 years","24","Population at or over this age","Number","686280"
"EY007","Population 2011 to 2016","2016","2016","2","Female","053","53 years","22","Population","Number","29875"
"EY007","Population 2011 to 2016","2016","2016","2","Female","053","53 years","23","Population at or under this age","Number","1781612"
"EY007","Population 2011 to 2016","2016","2016","2","Female","053","53 years","24","Population at or over this age","Number","655700"
"EY007","Population 2011 to 2016","2016","2016","2","Female","054","54 years","22","Population","Number","28693"
"EY007","Population 2011 to 2016","2016","2016","2","Female","054","54 years","23","Population at or under this age","Number","1810305"
"EY007","Population 2011 to 2016","2016","2016","2","Female","054","54 years","24","Population at or over this age","Number","625825"
"EY007","Population 2011 to 2016","2016","2016","2","Female","055","55 years","22","Population","Number","28932"
"EY007","Population 2011 to 2016","2016","2016","2","Female","055","55 years","23","Population at or under this age","Number","1839237"
"EY007","Population 2011 to 2016","2016","2016","2","Female","055","55 years","24","Population at or over this age","Number","597132"
"EY007","Population 2011 to 2016","2016","2016","2","Female","056","56 years","22","Population","Number","27862"
"EY007","Population 2011 to 2016","2016","2016","2","Female","056","56 years","23","Population at or under this age","Number","1867099"
"EY007","Population 2011 to 2016","2016","2016","2","Female","056","56 years","24","Population at or over this age","Number","568200"
"EY007","Population 2011 to 2016","2016","2016","2","Female","057","57 years","22","Population","Number","27284"
"EY007","Population 2011 to 2016","2016","2016","2","Female","057","57 years","23","Population at or under this age","Number","1894383"
"EY007","Population 2011 to 2016","2016","2016","2","Female","057","57 years","24","Population at or over this age","Number","540338"
"EY007","Population 2011 to 2016","2016","2016","2","Female","058","58 years","22","Population","Number","26534"
"EY007","Population 2011 to 2016","2016","2016","2","Female","058","58 years","23","Population at or under this age","Number","1920917"
"EY007","Population 2011 to 2016","2016","2016","2","Female","058","58 years","24","Population at or over this age","Number","513054"
"EY007","Population 2011 to 2016","2016","2016","2","Female","059","59 years","22","Population","Number","25632"
"EY007","Population 2011 to 2016","2016","2016","2","Female","059","59 years","23","Population at or under this age","Number","1946549"
"EY007","Population 2011 to 2016","2016","2016","2","Female","059","59 years","24","Population at or over this age","Number","486520"
"EY007","Population 2011 to 2016","2016","2016","2","Female","060","60 years","22","Population","Number","25063"
"EY007","Population 2011 to 2016","2016","2016","2","Female","060","60 years","23","Population at or under this age","Number","1971612"
"EY007","Population 2011 to 2016","2016","2016","2","Female","060","60 years","24","Population at or over this age","Number","460888"
